Sample,GroundTruth,Prediction,GroundTruth_Label,Prediction_Label,Correct,Logit0,Logit1,Logit2,Logit3,Logit4,Prob0,Prob1,Prob2,Prob3,Prob4
4678,0,2,Normal,Ventricular,No,-2.119206,-9.614417,-2.062063,-5.999973,-3.726514,0.438515,0.000244,0.464303,0.009049,0.087890
4679,0,4,Normal,Unknown,No,-6.977558,-14.711373,-8.824406,-10.968429,-6.605295,0.380565,0.000167,0.060028,0.007034,0.552206
4680,0,0,Normal,Normal,Yes,-0.654789,-17.314747,-10.770586,-10.766199,-9.439922,0.999766,0.000000,0.000040,0.000041,0.000153
4681,0,0,Normal,Normal,Yes,-1.900401,-12.400043,-9.494824,-5.681313,-2.851775,0.709450,0.000020,0.000357,0.016177,0.273997
4682,0,0,Normal,Normal,Yes,2.205191,-27.507532,-12.226293,-6.927944,-3.322756,0.995934,0.000000,0.000001,0.000108,0.003958
4683,0,0,Normal,Normal,Yes,0.942796,-22.340412,-11.593823,-11.633651,-1.253008,0.899866,0.000000,0.000003,0.000003,0.100127
4684,0,0,Normal,Normal,Yes,1.555822,-15.957170,-11.237681,-2.446000,-5.045989,0.980735,0.000000,0.000003,0.017930,0.001332
4685,0,0,Normal,Normal,Yes,2.621278,-17.941566,-12.606574,-5.882133,-3.077246,0.996459,0.000000,0.000000,0.000202,0.003339
4686,3,3,Fusion,Fusion,Yes,-6.119662,-7.163384,-6.811754,-1.470148,-4.925033,0.009117,0.003210,0.004563,0.953004,0.030106
4687,4,4,Unknown,Unknown,Yes,-2.911716,-11.174232,-9.648524,-5.291287,-0.069642,0.054809,0.000014,0.000065,0.005075,0.940037
4688,0,0,Normal,Normal,Yes,-0.474322,-22.728230,-11.010260,-8.699773,-2.965631,0.923279,0.000000,0.000025,0.000247,0.076449
4689,3,3,Fusion,Fusion,Yes,-16.833796,-16.420683,-28.000355,0.742128,-11.879802,0.000000,0.000000,0.000000,0.999997,0.000003
4690,0,0,Normal,Normal,Yes,2.000967,-8.127161,-5.873281,-5.690614,-4.971243,0.998189,0.000040,0.000380,0.000456,0.000936
4691,1,1,Supraventricular,Supraventricular,Yes,-8.629646,-1.105161,-6.548529,-7.495535,-7.912143,0.000536,0.992410,0.004292,0.001665,0.001098
4692,0,0,Normal,Normal,Yes,-0.089659,-25.063951,-12.821637,-9.004142,-1.417790,0.790445,0.000000,0.000002,0.000106,0.209446
4693,0,0,Normal,Normal,Yes,-2.327420,-10.731462,-13.298348,-11.164418,-9.726449,0.999003,0.000224,0.000017,0.000145,0.000611
4694,0,0,Normal,Normal,Yes,-1.699280,-7.420632,-7.719265,-4.862120,-3.176418,0.783515,0.002566,0.001904,0.033147,0.178869
4695,0,0,Normal,Normal,Yes,1.782784,-18.665337,-11.629795,-6.651143,-1.258637,0.954211,0.000000,0.000001,0.000207,0.045580
4696,0,0,Normal,Normal,Yes,-0.257277,-9.410283,-12.107611,-1.022668,-3.686363,0.667699,0.000071,0.000005,0.310581,0.021644
4697,4,4,Unknown,Unknown,Yes,-5.332990,-8.566116,-7.630013,-5.157521,-1.437589,0.019415,0.000766,0.001952,0.023138,0.954729
4698,0,0,Normal,Normal,Yes,-0.276903,-8.921900,-9.471445,-5.809422,-1.701953,0.803387,0.000141,0.000082,0.003178,0.193212
4699,0,0,Normal,Normal,Yes,-5.820060,-9.687907,-9.193184,-6.964705,-8.802849,0.702161,0.014678,0.024072,0.223524,0.035565
4700,1,0,Supraventricular,Normal,No,-2.547454,-3.054483,-10.459851,-3.089284,-5.451137,0.446598,0.268978,0.000164,0.259778,0.024483
4701,0,0,Normal,Normal,Yes,1.246823,-13.075020,-11.628161,-2.964111,-5.585913,0.984336,0.000001,0.000003,0.014600,0.001061
4702,0,0,Normal,Normal,Yes,-1.705935,-17.190214,-12.001472,-9.229388,-8.854200,0.998641,0.000000,0.000034,0.000540,0.000785
4703,0,0,Normal,Normal,Yes,-1.599091,-23.285517,-10.859206,-8.840887,-1.823385,0.555589,0.000000,0.000053,0.000398,0.443960
4704,0,0,Normal,Normal,Yes,-1.649950,-13.029175,-6.632607,-8.032899,-3.235203,0.824094,0.000009,0.005650,0.001393,0.168854
4705,0,0,Normal,Normal,Yes,0.599066,-9.230628,-9.946184,-5.067257,-7.337860,0.996117,0.000054,0.000026,0.003447,0.000356
4706,0,0,Normal,Normal,Yes,-2.082240,-6.326550,-9.209963,-6.090557,-4.723803,0.905336,0.012988,0.000727,0.016444,0.064505
4707,0,0,Normal,Normal,Yes,-2.381452,-9.550499,-7.550148,-7.776193,-3.678302,0.778577,0.000600,0.004432,0.003535,0.212856
4708,0,0,Normal,Normal,Yes,1.724220,-13.500157,-10.232536,-4.105882,-0.126349,0.862000,0.000000,0.000006,0.002532,0.135461
4709,0,0,Normal,Normal,Yes,5.488573,-29.821321,-14.857176,-12.375511,-2.484470,0.999655,0.000000,0.000000,0.000000,0.000345
4710,1,1,Supraventricular,Supraventricular,Yes,-6.701464,-0.932909,-6.936128,-5.336425,-6.443362,0.003057,0.978595,0.002418,0.011972,0.003958
4711,0,0,Normal,Normal,Yes,-2.944744,-24.825438,-8.504960,-11.401194,-6.517019,0.968849,0.000000,0.003728,0.000206,0.027217
4712,2,2,Ventricular,Ventricular,Yes,-6.263450,-9.630672,-5.324248,-6.080898,-7.573707,0.197533,0.006812,0.505277,0.237094,0.053285
4713,1,1,Supraventricular,Supraventricular,Yes,-7.125847,-0.831416,-8.101841,-5.268245,-5.985985,0.001810,0.980249,0.000682,0.011600,0.005659
4714,0,0,Normal,Normal,Yes,0.223772,-10.023508,-12.116220,-3.720970,-3.973680,0.966716,0.000034,0.000004,0.018712,0.014533
4715,0,0,Normal,Normal,Yes,-4.576145,-12.257600,-6.888146,-7.947637,-8.460697,0.866236,0.000400,0.085812,0.029745,0.017807
4716,0,0,Normal,Normal,Yes,2.803035,-14.175061,-8.050604,-6.547547,-2.477945,0.994833,0.000000,0.000019,0.000086,0.005061
4717,0,0,Normal,Normal,Yes,1.506480,-25.514542,-12.471204,-8.619380,-0.754449,0.905556,0.000000,0.000001,0.000036,0.094407
4718,0,0,Normal,Normal,Yes,0.408250,-18.862116,-17.153112,-3.359378,-3.348828,0.955604,0.000000,0.000000,0.022081,0.022315
4719,0,0,Normal,Normal,Yes,-0.569847,-8.060293,-15.734990,-5.567829,-8.550462,0.992406,0.000554,0.000000,0.006700,0.000339
4720,0,0,Normal,Normal,Yes,-5.297682,-14.757610,-9.431156,-8.551945,-5.574020,0.551490,0.000043,0.008839,0.021293,0.418336
4721,0,0,Normal,Normal,Yes,0.568633,-12.654687,-6.410537,-7.163520,-3.406755,0.980254,0.000002,0.000913,0.000430,0.018401
4722,0,0,Normal,Normal,Yes,0.402432,-9.347985,-5.482561,-5.886373,-5.550517,0.992759,0.000058,0.002761,0.001844,0.002579
4723,0,0,Normal,Normal,Yes,4.342178,-20.312424,-14.919223,-4.343010,-3.674447,0.999501,0.000000,0.000000,0.000169,0.000330
4724,0,0,Normal,Normal,Yes,-1.624759,-17.336290,-10.301847,-9.989931,-10.343206,0.999433,0.000000,0.000170,0.000233,0.000163
4725,0,0,Normal,Normal,Yes,3.133161,-28.363596,-16.696842,-10.272125,-1.657119,0.991757,0.000000,0.000000,0.000001,0.008242
4726,0,0,Normal,Normal,Yes,2.993645,-20.214811,-14.016030,-6.644040,-0.863429,0.979245,0.000000,0.000000,0.000064,0.020691
4727,0,0,Normal,Normal,Yes,-0.414346,-10.830232,-8.572083,-5.386008,-2.511244,0.884889,0.000027,0.000254,0.006134,0.108697
4728,0,0,Normal,Normal,Yes,-0.892218,-8.925796,-13.884280,-3.766505,-4.590214,0.924594,0.000300,0.000002,0.052199,0.022905
4729,3,3,Fusion,Fusion,Yes,-11.600051,-13.246204,-22.705397,-2.938043,-9.476119,0.000173,0.000033,0.000000,0.998349,0.001445
4730,1,1,Supraventricular,Supraventricular,Yes,-4.768280,1.433211,-15.753178,-5.958729,-2.560827,0.001985,0.979367,0.000000,0.000603,0.018045
4731,0,0,Normal,Normal,Yes,4.807349,-22.871637,-16.715195,-0.697596,-1.525997,0.994191,0.000000,0.000000,0.004043,0.001766
4732,0,0,Normal,Normal,Yes,-0.395419,-11.311449,-12.492201,-4.213284,-4.338613,0.960260,0.000017,0.000005,0.021101,0.018616
4733,1,1,Supraventricular,Supraventricular,Yes,-7.234851,-0.983509,-7.439838,-7.271791,-5.527054,0.001898,0.984260,0.001546,0.001829,0.010468
4734,0,0,Normal,Normal,Yes,1.541781,-24.989264,-9.689453,-6.472029,-3.728774,0.994545,0.000000,0.000013,0.000329,0.005113
4735,3,3,Fusion,Fusion,Yes,-9.962637,-11.086177,-21.331015,1.600282,-5.516970,0.000010,0.000003,0.000000,0.999177,0.000810
4736,0,0,Normal,Normal,Yes,3.263654,-23.311958,-12.465660,-9.704935,-2.850729,0.997792,0.000000,0.000000,0.000002,0.002206
4737,2,4,Ventricular,Unknown,No,-12.026934,-13.666146,-6.558588,-8.196465,-6.103397,0.001520,0.000295,0.360243,0.070028,0.567914
4738,0,0,Normal,Normal,Yes,-3.327343,-13.274979,-9.709559,-11.096321,-7.798507,0.986587,0.000047,0.001669,0.000417,0.011281
4739,0,0,Normal,Normal,Yes,-0.590533,-7.869158,-16.406097,-2.118143,-3.814657,0.795207,0.000549,0.000000,0.172603,0.031642
4740,0,0,Normal,Normal,Yes,1.647495,-14.969579,-13.889418,-2.647376,-6.041162,0.986099,0.000000,0.000000,0.013449,0.000452
4741,0,0,Normal,Normal,Yes,1.250012,-9.790576,-11.909297,-3.875649,-7.003935,0.993818,0.000016,0.000002,0.005906,0.000259
4742,3,3,Fusion,Fusion,Yes,-3.419911,-15.974672,-22.586357,1.637203,-11.091005,0.006324,0.000000,0.000000,0.993673,0.000003
4743,0,0,Normal,Normal,Yes,0.629680,-7.386515,-9.500090,-5.481405,-5.053330,0.994044,0.000328,0.000040,0.002205,0.003383
4744,0,0,Normal,Normal,Yes,0.752105,-13.246005,-13.751554,-2.916607,-3.006570,0.953448,0.000001,0.000000,0.024322,0.022229
4745,0,0,Normal,Normal,Yes,-2.032892,-6.414652,-6.766499,-5.720718,-3.874926,0.830000,0.010378,0.007300,0.020772,0.131551
4746,1,1,Supraventricular,Supraventricular,Yes,-1.781842,-0.805425,-12.158689,-3.073561,-2.372008,0.223016,0.592090,0.000007,0.061284,0.123603
4747,0,0,Normal,Normal,Yes,-1.289148,-9.917527,-6.789893,-4.393201,-3.965849,0.894519,0.000160,0.003653,0.040134,0.061534
4748,0,0,Normal,Normal,Yes,-2.737982,-6.868817,-9.924678,-5.675740,-4.848359,0.839629,0.013492,0.000635,0.044487,0.101756
4749,0,0,Normal,Normal,Yes,-0.159790,-8.493346,-6.848984,-4.630712,-7.124423,0.986323,0.000237,0.001227,0.011280,0.000932
4750,0,0,Normal,Normal,Yes,-2.579761,-13.711741,-7.312540,-9.274137,-7.234959,0.980809,0.000014,0.008633,0.001214,0.009329
4751,2,2,Ventricular,Ventricular,Yes,-9.042825,-5.534287,1.000623,-6.116649,-8.122685,0.000043,0.001448,0.997590,0.000809,0.000109
4752,0,0,Normal,Normal,Yes,-0.200758,-17.632441,-13.607889,-11.151584,-10.593730,0.999950,0.000000,0.000002,0.000018,0.000031
4753,0,0,Normal,Normal,Yes,-2.122024,-11.259353,-6.748668,-7.459000,-3.213580,0.740522,0.000080,0.007248,0.003562,0.248588
4754,3,3,Fusion,Fusion,Yes,-8.583431,-15.774952,-21.393139,0.619142,-4.705076,0.000100,0.000000,0.000000,0.995052,0.004848
4755,0,0,Normal,Normal,Yes,-1.528975,-7.827402,-9.187515,-4.575459,-3.492227,0.840168,0.001545,0.000397,0.039930,0.117960
4756,4,4,Unknown,Unknown,Yes,-7.076737,-7.570247,-5.185144,-4.302980,-2.549509,0.008565,0.005228,0.056782,0.137192,0.792233
4757,2,2,Ventricular,Ventricular,Yes,-3.466913,-6.456864,-0.577354,-5.521627,-2.942414,0.047954,0.002412,0.862467,0.006144,0.081023
4758,0,0,Normal,Normal,Yes,2.978789,-15.191103,-12.611227,-1.947909,-5.633598,0.992622,0.000000,0.000000,0.007197,0.000180
4759,0,0,Normal,Normal,Yes,0.746836,-6.586859,-7.347299,-4.648197,-6.850152,0.994036,0.000649,0.000304,0.004512,0.000499
4760,0,0,Normal,Normal,Yes,7.040346,-23.849644,-16.745533,-4.640844,-2.714374,0.999933,0.000000,0.000000,0.000008,0.000058
4761,0,0,Normal,Normal,Yes,-4.262231,-7.919492,-6.975172,-7.929163,-6.205968,0.793105,0.020465,0.052616,0.020268,0.113547
4762,1,1,Supraventricular,Supraventricular,Yes,-1.990601,-1.025402,-6.670227,-4.179600,-3.494959,0.251967,0.661490,0.002339,0.028228,0.055977
4763,0,0,Normal,Normal,Yes,-1.101562,-13.811771,-7.868210,-3.907065,-2.655224,0.785482,0.000002,0.000905,0.047503,0.166108
4764,1,1,Supraventricular,Supraventricular,Yes,-9.187981,-0.871565,-10.029390,-7.011751,-9.092212,0.000244,0.997234,0.000105,0.002149,0.000268
4765,1,1,Supraventricular,Supraventricular,Yes,-4.815793,2.218695,-15.151812,-5.148499,-2.635369,0.000873,0.990777,0.000000,0.000626,0.007725
4766,0,0,Normal,Normal,Yes,-1.191319,-10.862324,-15.000588,-11.139083,-10.094567,0.999752,0.000063,0.000001,0.000048,0.000136
4767,0,0,Normal,Normal,Yes,-2.061232,-12.847618,-8.682100,-7.153984,-7.384914,0.987782,0.000020,0.001316,0.006066,0.004815
4768,0,0,Normal,Normal,Yes,-3.386181,-10.714005,-12.032792,-10.765476,-10.703319,0.997884,0.000656,0.000175,0.000623,0.000663
4769,0,0,Normal,Normal,Yes,5.481753,-14.438400,-11.720691,-3.375344,-3.978160,0.999780,0.000000,0.000000,0.000142,0.000078
4770,0,0,Normal,Normal,Yes,-1.752535,-6.638324,-7.035752,-4.804732,-3.634008,0.824913,0.006231,0.004187,0.038981,0.125688
4771,1,1,Supraventricular,Supraventricular,Yes,-12.745811,-1.962990,-11.634250,-4.715977,-11.791851,0.000020,0.939960,0.000059,0.059910,0.000051
4772,0,0,Normal,Normal,Yes,-1.904474,-12.930877,-8.454834,-7.311996,-6.468069,0.983910,0.000016,0.001407,0.004411,0.010257
4773,0,0,Normal,Normal,Yes,2.846159,-25.175373,-12.555052,-9.455692,-1.597961,0.988384,0.000000,0.000000,0.000004,0.011611
4774,0,0,Normal,Normal,Yes,4.371931,-29.298309,-17.115719,-9.979623,-0.164065,0.989397,0.000000,0.000000,0.000001,0.010603
4775,0,0,Normal,Normal,Yes,0.736030,-6.346102,-11.934308,-7.816965,-6.604240,0.998318,0.000839,0.000003,0.000193,0.000648
4776,2,2,Ventricular,Ventricular,Yes,-9.468336,-6.107366,-1.045895,-5.912828,-7.430372,0.000216,0.006237,0.984309,0.007576,0.001661
4777,3,3,Fusion,Fusion,Yes,-9.872488,-7.286201,-18.347149,-2.582042,-7.319394,0.000670,0.008893,0.000000,0.981835,0.008603
4778,1,1,Supraventricular,Supraventricular,Yes,-7.755504,-0.222155,-7.269329,-5.844239,-6.016048,0.000531,0.991997,0.000863,0.003588,0.003022
4779,0,0,Normal,Normal,Yes,1.651343,-19.773401,-16.148579,-1.849136,-4.368793,0.968418,0.000000,0.000000,0.029230,0.002353
4780,1,1,Supraventricular,Supraventricular,Yes,-4.875334,-2.704021,-9.274420,-4.758241,-5.474801,0.087295,0.765559,0.001073,0.098139,0.047934
4781,0,0,Normal,Normal,Yes,0.467330,-17.399427,-14.889181,-6.858376,-5.203283,0.995912,0.000000,0.000000,0.000656,0.003432
4782,4,0,Unknown,Normal,No,3.016466,-29.196001,-15.521350,-4.527739,1.752844,0.779328,0.000000,0.000000,0.000412,0.220260
4783,0,0,Normal,Normal,Yes,0.450562,-4.142108,-8.654016,-4.122001,-3.650454,0.964205,0.009763,0.000107,0.009962,0.015963
4784,0,0,Normal,Normal,Yes,-2.013378,-16.272579,-10.364465,-7.937333,-5.560146,0.969247,0.000001,0.000229,0.002592,0.027931
4785,0,0,Normal,Normal,Yes,1.002336,-18.013330,-10.384273,-5.580749,-1.418329,0.917215,0.000000,0.000010,0.001269,0.081506
4786,2,2,Ventricular,Ventricular,Yes,-4.513935,-7.553596,-2.235458,-6.504956,-3.777841,0.076723,0.003671,0.748951,0.010477,0.160179
4787,0,0,Normal,Normal,Yes,0.274683,-9.242915,-13.416596,-3.083819,-3.922307,0.952469,0.000070,0.000001,0.033134,0.014326
4788,1,1,Supraventricular,Supraventricular,Yes,-10.547783,-0.432968,-8.407492,-3.608049,-9.108980,0.000039,0.959374,0.000330,0.040093,0.000164
4789,0,0,Normal,Normal,Yes,1.586351,-15.405587,-10.669974,-6.266548,-3.150669,0.990925,0.000000,0.000005,0.000385,0.008685
4790,0,0,Normal,Normal,Yes,-1.188168,-12.803474,-6.125009,-7.541570,-3.888885,0.929295,0.000008,0.006670,0.001618,0.062409
4791,2,2,Ventricular,Ventricular,Yes,-12.316798,-12.733792,-6.770640,-8.432989,-8.230391,0.002732,0.001800,0.700054,0.132795,0.162619
4792,3,3,Fusion,Fusion,Yes,-13.243517,-7.687690,-19.955256,0.379016,-11.570213,0.000001,0.000314,0.000000,0.999679,0.000006
4793,0,0,Normal,Normal,Yes,4.098289,-22.576893,-16.065630,-3.864102,-4.292012,0.999425,0.000000,0.000000,0.000348,0.000227
4794,0,0,Normal,Normal,Yes,3.222929,-17.196272,-13.852494,-1.471664,-6.298876,0.990866,0.000000,0.000000,0.009061,0.000073
4795,0,0,Normal,Normal,Yes,-6.766790,-12.987590,-8.227557,-9.082376,-7.745777,0.585327,0.001163,0.135830,0.057777,0.219903
4796,4,4,Unknown,Unknown,Yes,-4.452971,-6.155846,-5.425764,-3.708456,-2.018220,0.066319,0.012081,0.025070,0.139630,0.756900
4797,0,0,Normal,Normal,Yes,2.570636,-10.330528,-15.106237,-4.624266,-6.109532,0.999078,0.000002,0.000000,0.000750,0.000170
4798,0,0,Normal,Normal,Yes,-1.983119,-10.611966,-7.766456,-7.290225,-2.797159,0.689048,0.000123,0.002121,0.003415,0.305293
4799,0,0,Normal,Normal,Yes,1.390018,-9.382801,-9.166509,-5.583235,-4.794150,0.996964,0.000021,0.000026,0.000934,0.002056
4800,0,0,Normal,Normal,Yes,3.054778,-12.530702,-6.690635,-6.584291,-3.576614,0.998560,0.000000,0.000058,0.000065,0.001316
4801,3,3,Fusion,Fusion,Yes,-13.554673,-17.400959,-20.428226,1.774709,-10.998080,0.000000,0.000000,0.000000,0.999997,0.000003
4802,1,1,Supraventricular,Supraventricular,Yes,-6.927895,-2.945619,-9.302399,-6.494527,-8.596420,0.017711,0.949984,0.001648,0.027318,0.003339
4803,0,0,Normal,Normal,Yes,-6.312522,-25.024576,-6.793904,-12.376010,-7.964548,0.551902,0.000000,0.341036,0.001284,0.105778
4804,0,0,Normal,Normal,Yes,3.174997,-27.120144,-16.896280,-10.205842,-0.072730,0.962590,0.000000,0.000000,0.000001,0.037409
4805,4,3,Unknown,Fusion,No,-14.365810,-8.052757,-10.910813,-5.130908,-7.364952,0.000084,0.046245,0.002654,0.859022,0.091996
4806,2,2,Ventricular,Ventricular,Yes,-6.110423,-10.738946,-2.256344,-5.519474,-6.892742,0.019818,0.000194,0.935138,0.035786,0.009064
4807,0,0,Normal,Normal,Yes,-2.332901,-17.291544,-9.621338,-9.036932,-9.911409,0.997585,0.000000,0.000682,0.001223,0.000510
4808,0,0,Normal,Normal,Yes,-0.333810,-9.654858,-4.273837,-6.004929,-2.838371,0.905229,0.000081,0.017605,0.003118,0.073968
4809,0,4,Normal,Unknown,No,-4.489351,-19.409580,-7.246136,-9.975229,-3.469772,0.260439,0.000000,0.016537,0.001079,0.721945
4810,0,0,Normal,Normal,Yes,-1.320052,-9.230009,-7.611861,-4.512698,-2.693477,0.771296,0.000283,0.001428,0.031672,0.195322
4811,0,0,Normal,Normal,Yes,2.039240,-13.002594,-8.160957,-5.661302,-2.460993,0.988536,0.000000,0.000037,0.000447,0.010979
4812,3,3,Fusion,Fusion,Yes,-17.950970,-11.993229,-15.556805,0.468475,-16.254868,0.000000,0.000004,0.000000,0.999996,0.000000
4813,0,0,Normal,Normal,Yes,-0.876217,-16.720781,-11.915468,-10.512809,-10.083686,0.999818,0.000000,0.000016,0.000065,0.000100
4814,0,0,Normal,Normal,Yes,-0.274597,-17.724125,-11.064397,-9.905634,-10.221981,0.999866,0.000000,0.000021,0.000066,0.000048
4815,0,0,Normal,Normal,Yes,6.059859,-17.475273,-14.278384,-5.392704,-3.460112,0.999916,0.000000,0.000000,0.000011,0.000073
4816,0,0,Normal,Normal,Yes,2.083397,-20.049257,-15.525269,-6.583017,-7.965479,0.999785,0.000000,0.000000,0.000172,0.000043
4817,0,0,Normal,Normal,Yes,-3.516853,-6.567389,-9.396415,-7.933654,-5.755967,0.855611,0.040499,0.002392,0.010330,0.091168
4818,0,0,Normal,Normal,Yes,3.832582,-7.668653,-11.837952,-3.019620,-1.772409,0.995276,0.000010,0.000000,0.001052,0.003662
4819,0,0,Normal,Normal,Yes,0.520432,-7.498306,-8.855339,-5.355998,-4.882482,0.992337,0.000327,0.000084,0.002783,0.004469
4820,0,0,Normal,Normal,Yes,3.717602,-12.686991,-15.603011,-5.452634,-3.999447,0.999451,0.000000,0.000000,0.000104,0.000445
4821,0,0,Normal,Normal,Yes,4.192801,-8.141159,-11.628780,-1.900234,-5.021997,0.997643,0.000004,0.000000,0.002253,0.000099
4822,3,3,Fusion,Fusion,Yes,-9.522442,-6.742705,-14.652081,-1.544961,-7.533356,0.000340,0.005483,0.000002,0.991688,0.002487
4823,0,0,Normal,Normal,Yes,0.481765,-7.391223,-7.663199,-4.865877,-4.729324,0.989231,0.000377,0.000287,0.004708,0.005397
4824,0,0,Normal,Normal,Yes,1.905025,-18.706129,-13.947495,-5.629194,-4.531434,0.997868,0.000000,0.000000,0.000533,0.001599
4825,1,1,Supraventricular,Supraventricular,Yes,-2.804688,-2.007022,-7.319682,-4.952854,-2.855492,0.232641,0.516546,0.002546,0.027149,0.221118
4826,0,0,Normal,Normal,Yes,-4.742185,-19.394556,-4.919571,-13.886198,-7.113980,0.517900,0.000000,0.433718,0.000055,0.048327
4827,0,0,Normal,Normal,Yes,-0.498544,-11.876531,-6.319575,-5.953789,-4.738757,0.978805,0.000011,0.002902,0.004183,0.014099
4828,4,4,Unknown,Unknown,Yes,-0.031235,-24.857147,-9.741286,-10.726760,3.417463,0.030808,0.000000,0.000002,0.000001,0.969190
4829,0,0,Normal,Normal,Yes,-4.574643,-22.077705,-5.909544,-12.133237,-6.784018,0.728080,0.000000,0.191619,0.000380,0.079921
4830,0,0,Normal,Normal,Yes,2.507170,-13.266078,-7.773497,-4.969562,-1.930679,0.987730,0.000000,0.000034,0.000559,0.011676
4831,0,0,Normal,Normal,Yes,-0.203964,-7.749002,-13.423249,-6.449666,-9.614850,0.997455,0.000527,0.000002,0.001934,0.000082
4832,0,0,Normal,Normal,Yes,0.855503,-11.401607,-8.928541,-6.467560,-4.842536,0.995943,0.000005,0.000056,0.000657,0.003339
4833,0,4,Normal,Unknown,No,-7.236715,-11.302438,-7.681633,-8.157281,-6.538980,0.245971,0.004219,0.157637,0.097969,0.494204
4834,0,0,Normal,Normal,Yes,3.343400,-14.352910,-9.180200,-7.108203,-1.602169,0.992903,0.000000,0.000004,0.000029,0.007064
4835,0,0,Normal,Normal,Yes,-1.980435,-6.440820,-9.140622,-6.646606,-3.908159,0.856735,0.009902,0.000666,0.008060,0.124637
4836,1,0,Supraventricular,Normal,No,-0.198828,-12.983047,-10.178848,-4.276578,-9.776299,0.983222,0.000003,0.000046,0.016661,0.000068
4837,0,0,Normal,Normal,Yes,1.134590,-17.364355,-13.513300,-6.534243,-1.965788,0.956480,0.000000,0.000000,0.000447,0.043072
4838,0,0,Normal,Normal,Yes,-2.221318,-7.352132,-10.184601,-5.291115,-5.455753,0.915690,0.005413,0.000319,0.042516,0.036062
4839,0,0,Normal,Normal,Yes,3.309886,-15.835088,-13.977953,-4.268520,-0.090963,0.967252,0.000000,0.000000,0.000495,0.032253
4840,4,4,Unknown,Unknown,Yes,-4.486020,-6.359230,-4.332223,-5.454391,-1.852408,0.060156,0.009242,0.070157,0.022841,0.837605
4841,0,0,Normal,Normal,Yes,-1.844784,-15.097742,-10.034371,-9.909881,-7.215712,0.994784,0.000002,0.000276,0.000313,0.004626
4842,0,0,Normal,Normal,Yes,-1.175007,-18.422623,-16.535707,-6.301741,-5.917212,0.985556,0.000000,0.000000,0.005850,0.008593
4843,0,0,Normal,Normal,Yes,1.448625,-6.813308,-9.234891,-4.554479,-5.474259,0.996277,0.000257,0.000023,0.002462,0.000981
4844,0,0,Normal,Normal,Yes,1.793290,-9.514782,-13.800885,-3.657447,-7.191041,0.995589,0.000012,0.000000,0.004274,0.000125
4845,0,0,Normal,Normal,Yes,-2.578036,-13.222284,-8.075275,-8.974821,-7.877206,0.989331,0.000024,0.004054,0.001649,0.004942
4846,0,0,Normal,Normal,Yes,2.597078,-10.120348,-15.138474,-0.526515,-1.943894,0.948169,0.000003,0.000000,0.041718,0.010110
4847,3,3,Fusion,Fusion,Yes,-8.559155,-9.492007,-17.247877,0.275597,-7.741472,0.000146,0.000057,0.000000,0.999468,0.000330
4848,0,0,Normal,Normal,Yes,0.454611,-12.228912,-12.303892,-2.268838,-2.175283,0.878935,0.000003,0.000003,0.057700,0.063359
4849,0,0,Normal,Normal,Yes,3.048283,-23.974508,-15.142284,-0.753493,-1.541397,0.968535,0.000000,0.000000,0.021628,0.009837
4850,0,0,Normal,Normal,Yes,1.601655,-15.951239,-5.694521,-5.586764,-3.327306,0.991407,0.000000,0.000672,0.000749,0.007172
4851,3,0,Fusion,Normal,No,-3.887818,-9.101624,-17.060459,-4.783726,-8.336112,0.701568,0.003817,0.000001,0.286406,0.008207
